Period,Nationality,Level,Composer,Piece Name,Book's name,future,time,future,14,13,12,11,10,09,08,07,06,05,04,03,02,01,00,99,98,97,96,95,94,93
,,Intermediate,Persichetti,"Op.5 #11, Make me drunken with deep red torrents of joy","Poems for Piano Vol.II,Theodore Presser Company PR.460000250, p.11-14",,,,,,53usINT6,,,,,,,,,,,,,,,,,,,
,,Intermediate,Persichetti,"Op.5 #7, And warm winds spilled fragrance into her solitudes","Poems for Piano Vol.II,Theodore Presser Company PR.460000250, p.3-5",,,,,,53usINT3,,,,,,,,,,,,,,,,,,,
,,Intermediate,Persichetti,"Op.5 #8, To whose more clear than crystal voice the frost had joined a crystal spell","Poems for Piano Vol.II,Theodore Presser Company PR.460000250, p.6-7",,,,,,53usINT4,,,,,,,,,,,,,,,,,,,
,,Intermediate,Persichetti,"Op.5 #10, Dust in sunlight, and memory in corners","Poems for Piano Vol.II,Theodore Presser Company PR.460000250, p.9-10",,,,,,53usINT5,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Philipp,Lullaby in G Major,"Guild Repertoire Elementary A and B, Alfred Music Publishing AP.0639, P.26, 24 bars",,,,31rELE3,,,,,,,,2A,,,,,,,,,,1C,,,
23 Pedagogy,,Elementary,Phippeny,The Candy Band,,,,,,,,,2A,,,,,,,,,,,,,,,,,
,,Concerto Sr,Pierne,Allegro (1st mvt) from Concerto Op.12 in C Minor,,,8,,toSR23,,,,,,,,,,,,,,,,,,,,,
,,Concerto Sr,Pierne,Finale (3rd mvt) from Concerto Op.12 in  C Minor,,,8,,toSR24,,,,,,,,,,,,,,,,,,,,,
,,Concerto Int,Pierne,Scherzando (2nd mvt) from Concerto Op.12 in C Minor,,,,,toINT29,,,,,,,,,,,,,,,,,,,,,
19 Early Contem,,Senior,Pinto,Hobby-Horse,,,,,,,,,,,,cSR,,,,,,,,,,,,,,
19 Early Contem,,Senior,Pinto,"March, Little Soldier!",,,,,,,,,,,,cSR,,,,,,,,,,,,,,
19 Early Contem,,Senior,Pinto,"Run, Run!",,,,,,,,,,,,cSR,,,,,,,,,,,,,,
19 Early Contem,,Intermediate,Pinto,Tom Thumb’s March in C Minor ,,,,,,,,,5D,,,,,,,,,,,,,,,,,
15 Late Classical,,Junior,Pleyel ,Andante from Sonatina in D Major,"Alfred 626, P.27",,,,,,,,,,,,clJR,,,,,,,,,,,,,
,,Junior,Pleyel ,Entree in F Major,"Discovering Piano Literature, Book 2, Alfred AP.14575, p.20, total 40 bars, repeat bars 9-24",,,clJR,,,,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,,Poole-Folk,Blow the Man Dawn,"Harris 1b, p.20",,,,,,,,,,,,,,,,,,,,,,,,,
19 Early Contem,,Junior,Poulenc,Lament (Complainte),"From Schoenberg to Ligeti, Schott ED9478, p.13",,,13cJR3,,,,,,,,,cINT,,,,,,,,,,,,,
,,Elementary,Praetorius,Entrada,"Discovering Piano Literature, Book 1, Alfred AP.14574, p.7",,,bELE,,,,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Procter,Pogo Stick,,,,,,,,,2B,,,,,,,,,,,,,,,,,
,,,Prokofiev,"Op.23 #4, Prelude in D Major","Complete Preludes For Piano (Op. 3, Op. 23, Op. 32), Schirmer HL.50481609, ",,,,,,,,,,,,,,,,,,,,,,,,,
21 Late Contem,,Intermediate,Prokofiev,"Op.65, Parade of the Grasshoppers in B Flat Major","Contemporary Piano Literature Bk.5, Alfred AP.0110S",,,,,,43cINT3,,,,,,,,cINT,,,,,6D,,,,6D,,
21 Late Contem,,Intermediate,Prokofiev,"Op.65, Waltz","Contemporary Piano Literature Bk.5, Alfred AP.0110S",,,,,,43cINT2,,,,,,,,cINT,,5D,,,,,,,,,
,,Junior,Prokofiev,"Op.65 #3, Historiette","From Schoenberg to Ligeti, Schott ED9478, p.8-9",,,13-3D,,,,,,,,,,,,,,,,,,,,,,
,,Senior,Prokofiev,"Op.22 #2, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.119",,,,84ruSR1a,,,,,,,,,,,,,,,,,,,,,
,,Senior,Prokofiev,"Op.22 #3, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.120-121",,,,84ruSR2a,,,,,,,,,,,,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #4, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.122-123",,,,84ruSR1b,,,,,,cSR,,,,,,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #5, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.124",,,,84ruSR2b,,,,,,cSR,,,,,cSR,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #6, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.125",,,,84ruSR3a,,,,,,cSR,,,,,,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #7, Visions Fugitives ","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.126-127",,,,84ruSR4a,,,,,,cSR,,,,,,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #8, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.128-129 (in E Major)",,,,84ruSR5a,,,,,,cSR,,,,,,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #10, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.132-133 (in B Flat Minor)",,,,84ruSR3b,,,,,,cSR,,,,,cSR,,,,,,,7D,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #11, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.134-135",,,,84ruSR4b,,,,,,cSR,,,,,,,,,,,,,,,
,,Senior,Prokofiev,"Op.22 #12, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.136",,,,84ruSR5b,,,,,,,,,,,,,,,,,,,,,
,,Senior,Prokofiev,"Op.22 #14, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover AP.6-410919, P.138-139",,,,84ruSR6,,,,,,,,,,,,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.22 #14, Visions Fugitives","Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover Publications AP.6-410919, P.138-139",,,,,,,,,,cADV,,,,,,,,,,,,,,,
,,Senior,Prokofiev,March Op.12 #1 in F Minor,"Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover Publications AP.6-410919, p.57-59",,,,,54cSR1,,,,,,,,,,,,,,,,,,,,
,,Senior,Prokofiev,Gavotte Op.12 #2 in G Minor,"Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover Publications AP.6-410919, p.60-63",,,,,54cSR2,,,,,,,,,,,,,,,,,,,,
,,Senior,Prokofiev,Rigaudon Op.12 #3 in C Major,"Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover Publications AP.6-410919, p.64-66",,,,,54cSR3,,,,,,,,,,,,,,,,,,,,
,,Senior,Prokofiev,Mazurka Op.12 #4 in B Major,"Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover Publications AP.6-410919, p.67-69",,,,,54cSR4,,,,,,,,,,,,,,,,,,,,
,,,Prokofiev,Capriccio Op.12 #5 in E Minor,"Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover Publications AP.6-410919, p.70-74",,,,,,,,,,,,,,,,,,,,,,,,,
,,Senior,Prokofiev,Prelude (Harp) Op.12 #7 in C Major ,"Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover Publications AP.6-410919, p.77-81",,,,,54cSR5,,,,,,,,,,,,,,,,,,,,
,,Senior,Prokofiev,Humoresque Scherzo Op.12 #9 in C Major ,"Sarcasms, Visions Fugitives and Other Short Works for Piano, Dover Publications AP.6-410919, p.87-90",,,,,54cSR6,,,,,,,,,,,,,,,,,,,,
21 Late Contem,,Concerto Adv,Prokofiev,Allegro ma non troppo (3rd mvt) Concerto #3 Op.26 in C Major,,,,,toADV25,,,,toADV,toADV,,,,,,,,,,,,,,,,
,,Concerto Adv,Prokofiev,Allegro tempestoso (4th mvt) Concerto #2 Op.16 in G Minor,,,,,toADV22,,,,,,,,,,,,,,,,,,,,,
21 Late Contem,,Concerto Adv,Prokofiev,Andante-allegro (1st mvt) from Op.26 Concerto #3 in C Major,,,,,toADV23,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
,,Concerto Adv,Prokofiev,Andantino-Allegretto (1st mvt) from Concerto #2 Op.16 in G Minor,,,,,toADV19,,,,,,,,,,,,,,,,,,,,,
,,Concerto Adv,Prokofiev,Intermezzo: Allegro moderato (3rd mvt) from Concerto #2 Op.16 in G Minor,,,,,toADV21,,,,,,,,,,,,,,,,,,,,,
21 Late Contem,,Intermediate,Prokofiev,Moonlit Meadows,,,,,,,,,,,,,,,,cINT,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.12 #10, Scherzo",,,,,,,,,,cADV,,,,,,,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.17 #1, Sarcasms",,,,,,,,,,cADV,,,,,,,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.17 #3, Sarcasms",,,,,,,,,,cADV,,,,,,,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.2 #1, Etude",,,,,,,,,,cADV,,,,,,,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.2 #4, Etude",,,,,,,,,,cADV,,,,,,,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.22 #15, Visions Fugitives",,,,,,,,,,,cADV,,,,,,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #17, Visions Fugitives",,,,,,,,,,,cSR,,,,,,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #18, Visions Fugitives",,,,,,,,,,,cSR,,,,,,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.22 #19, Visions Fugitives",,,,,,,,,,,cADV,,,,,,,,,,,,,,,
21 Late Contem,,Senior,Prokofiev,"Op.22 #20, Visions Fugitives",,,,,,,,,,,cSR,,,,,,,,,,,,,,,
21 Late Contem,,Advanced,Prokofiev,"Op.22 #9, Visions Fugitives",,,,,,,,,,,cADV,,,,,,,,,,,,,,,
21 Late Contem,,Junior,Prokofiev,"Op.65 #10, March in C Major",,,,,,,,,,,,,,,,cJR,,,,,,,4D,,,
21 Late Contem,,Senior,Prokofiev,"Op.65 #12, The Moon Strolls in the Meadows",,,,,,,,,,,,,,,,,,,,,6D,,,,,
21 Late Contem,,Intermediate,Prokofiev,"Op.65 #2, Promenade in C Major",,,,,,,,,,cINT,,,,,,,,,,,,,,,,
21 Late Contem,,Intermediate,Prokofiev,"Op.65, Tarantella in D Minor",,,,,,,,,,,,,,,cINT,4D,,,,,,,,,,
,,Concerto Adv,Prokofiev,Scherzo: Vivace (2nd mvt) from Concerto #2 Op.16 in G Minor,,,,,toADV20,,,,,,,,,,,,,,,,,,,,,
21 Late Contem,,Concerto Adv,Prokofiev,Tema con variazioni (2nd mvt) from Concerto #3 Op.26 in C Major  ,,,,,toADV24,,,,toADV,toADV,,,,,,,,,,,,,,,,
13 Baroque,,Junior,Purcell,Hornpipe in B Flat Major,"Harris Piano Classics Volume 3/a, FH.HPA28,(p.4,12 bars)",,,,,,,1bJR4,,,,,,,,,,,,,,,,,,
13 Baroque,,Junior,Purcell,A Farewell in A Minor,,,,,,,,,,,bJR,,,,,,,,,,,,,,,
13 Baroque,,Junior,Purcell,Air in D Minor,,,,,,,,,,,bJR,,,,,,,,,,,,,,2A,
13 Baroque,,Junior,Purcell,Minuet in A Minor,,,,,,,,,,,bJR,,,,,,,,,,,,,,,
13 Baroque,,Junior,Purcell,Trumpet Tune in D Major,,,,,,,,,,,bJR,,,,,,,,,,,,,,,
20 Contem,,Intermediate,Putz,"""5/4"" Boogie in C Major",,,,,,,,,,cINT,,,,,,,,,,,,,,,,
24 Chinese,,Adv-Int,Qu,Flower Drum,,,,,,,,,,chiA-I,,,,,,,,,,,,,,,,
,,Senior,Quan 权,"#3 from ""Long & Short"" Suite 组曲一“长短”的组合 ","ZhongGuo GangQin ZuoPinXuan,ISBN:9787103012147,中国钢琴作品选-人民音乐出版 p.133-137",,,,,,64chSR5,,,,,,,,,,,,,,,,,,,
,,Senior,Rachmaninoff,Prelude Op.23 #4 in D Major,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, (p.20-23)",,,,,34rSR2,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,Senior,Rachmaninoff,Prelude Op.23 #6 in E Flat Major,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, (p.30-33)",,,,,34rSR3,,,,,,,rADV,,,,,,,,,,,,,
18 Impressionist,,Senior,Rachmaninoff,Prelude Op.23 #10 in G Flat Major,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, (p.51-52)",,,,,34rSR4,,,,,,,rADV,,,,,,,,,,,,,
,,Senior,Rachmaninoff,Prelude Op.32 #2 in B Flat Minor,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, (p.56-60)",,,,,34rSR5,,,,,,,,,,,,,,,,,,,,
,,Senior,Rachmaninoff,Prelude Op.23 #1 in F# Minor,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, (p.5-8)",,,,,34rSR1,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,Senior,Rachmaninoff,Prelude Op.32 #5 in G Major,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, (p.73-76)",,,,,34rSR6,,,,,,,rADV,,,,,,,,,,,,,
,,Advanced,Rachmaninoff,Etude-Tableau Op.39 #1 in C Minor,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, p.146-153",,3.5,,,35rADV1,,,,,,,,,,,,,,,,,,,,
,,Advanced,Rachmaninoff,Etude-Tableau Op.39 #3 in F# Minor,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, p.161-168",,3.5,,,35rADV2,,,,,,,,,,,,,,,,,,,,
,,Advanced,Rachmaninoff,Etude-Tableau Op.39 #4 in B Minor,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, p.169-172",,4,,,35rADV3,,,,,,,,,,,,,,,,,,,,
,,Advanced,Rachmaninoff,Etude-Tableau Op.39 #5 in E Flat Minor,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, p.173-181",,5,,,35rADV4,,,,,,,,,,,,,,,,,,,,
,,Advanced,Rachmaninoff,Etude-Tableau Op.39 #6 in A Minor ,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, p.182-188",,3,,,35rADV5,,,,,,,,,,,,,,,,,,,,
,,Advanced,Rachmaninoff,Etude-Tableau Op.39 #8 in D Minor,"Complete Preludes and Etudes-Tableaux, Dover AP.6-256960, p.196-201",,3.5,,,35rADV6,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,,Rachmaninoff,"Op.11 #6, Glory in C Major","The Piano Works of Rachmaninoff Volume VIII, Alfred AP 27003, p.58-71",,,,,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,Concerto Adv,Rachmaninoff,"Adagio sostenuto (2nd mvt) in E Major, Concerto #2 Op.18 in C Minor ",,,,,toADV29,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
,,Concerto Adv,Rachmaninoff,Allegro ma non troppo (1st mvt) from Concerto #3 Op.30 in D Minor,,,,,toADV31,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,Concerto Adv,Rachmaninoff,Allegro scherzo (3rd mvt) from Concerto #2 Op.18 in C Minor,,,,,toADV30,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
18 Impressionist,,Concerto Adv,Rachmaninoff,Allegro vivace (3rd mvt) from Concerto #1 Op.1 in F# Minor,,,,,toADV27,,,,toADV,toADV,,,,,,,,,,,,,,,,
18 Impressionist,,Concerto Sr,Rachmaninoff,"Andante cantabile (2nd mvt) in D from Concerto #1 Op.1 in F# Minor
",,,9,,toSR25,,,,toSR,toSR,,,,,,,,,,,,,,,,
,,Concerto Adv,Rachmaninoff,Finale: Alla breve (3rd mvt) from Concerto #3 Op.30 in D Minor to D Major,,,,,toADV32,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,Concerto Adv,Rachmaninoff,Moderato (1st mvt) from Concerto #2 Op.18 in C Minor,,,,,toADV28,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
18 Impressionist,,Advanced,Rachmaninoff,"Op.10 #3, Barcarolle in G Minor",,,,,,,,,,,,,rADV,,,,,,,,,,,,,
18 Impressionist,,Advanced,Rachmaninoff,"Op.10 #5, Humoresque in G Major",,,,,,,,,,,,,rADV,,,,,,,,,,,,,
18 Impressionist,,Duet Adv,Rachmaninoff,"Op.11 #2, Scherzo from Six Morceaux",,,,,,,,,duADV,,,,,,,,,,,,,,,,,
18 Impressionist,,Duet Adv,Rachmaninoff,"Op.11 #4, Valse",,,,duADV,,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,Advanced,Rachmaninoff,"Op.16 #5, Moment Musical in D Flat Major",,,,,,,,,,,,,rADV,,,,,,,,,,,,,
18 Impressionist,,Advanced,Rachmaninoff,"Op.23 #5, Prelude in G Minor",,,,,,,,,,,,,rADV,,,,,,,,,,,,,
18 Impressionist,,Advanced,Rachmaninoff,"Op.3 #2, Prelude in C# Minor",,,,,,,,,,,,,rADV,,,,,,,,,,,,,
18 Impressionist,,Advanced,Rachmaninoff,"Op.32 #10, Prelude in B Minor",,,,,,,,,,,,,rADV,,,,,,,,,,,,,
18 Impressionist,,Advanced,Rachmaninoff,"Op.33 #8, Etude-Tableau in G Minor",,,,,,,,,,,,,rADV,,,,,,,,,,,,,
,,Concerto Adv,Rachmaninoff,Vivace (1st mvt) from Concerto #1 Op.1 in  F# Minor,,,,,toADV26,,,,,,,,,,,,,,,,,,,,,
,,Concerto Jr,Rahbee,Concertino #1 Peasant Folk Dance Op.82,,,,,,,,,toJR,,,,,,,,,,,,,,,,,
,,Senior,Rakov,Happy Entertainment,,,,,,,,,,,,,,,,,6D,,,,,,,,,
,,Intermediate,Rakov,Playing Games,,,,,,,,,,,,,,,,,,,,,5D,,,,,
13 Baroque,,Junior,Rameau,Rondino in C Major,,,,,,,,,,,bJR,,,,,,,,,,,,,,,
13 Baroque,,Elementary,Rameau,Rondino in C Major,,,,,,,,,,,,,,,,,,,,,2A,,,,,
13 Baroque,,Senior,Rameau,Tambourin in E Minor,,,,,,,,,,,,,,,,6A,,,,,6A,,,,,
13 Baroque,,Senior,Rameau,The Assembly of Birds,,,,,,,,,,,7A,,,,,,,,,,,,,,,
13 Baroque,,Senior,Rameau,The Village Girl in E Minor,,,,,,,,,,,6A,,,,,,,,,,,,,,,
,,Junior,Ranki ,African Incantation,,,,,,,,,,,,,,,,cJR,,,,,,,,,,
,,Junior,Ranki ,Laotian Flute,,,,,,,,,,,,,,,,cJR,,,,,,,,,,
,,Duet Int,Ravel,"Laideronnette, Imperatrice des Pagodes (Little Plain Jane, Empress of the Chinese Nodding-Dolls) from Mother Goose Suite","Ma Mere L'Oye, Mother Goose Suite, Neil A. Kjos Music Company KJ.WP138, p.13-23 (Duet)",,3.5,,,93duINT2,,,,,,,,,,,,,,,,,,,,
,,Duet Int,Ravel,Petit Poucet (Tom Thumb) from Mother Goose Suite,"Ma Mere L'Oye, Mother Goose Suite, Neil A. Kjos Music Company KJ.WP138, p.8-12 (Duet)",,3,,,93duINT1,,,,,,,,,,,,,,,,,,,,
,,Concerto Sr,Ravel,Allegramente (1st mvt) from Concerto in G Major,,,10,,toSR26,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,Senior,Ravel,Moderato from Sonatine in F# Minor,,,,,,,,,,,,,,8D,,,8D,,,,,,,,,
18 Impressionist,,Advanced,Ravel,Pavane ,,,,,,,,,,,,,,,cADV,,,,,,,,,,,
18 Impressionist,,Junior,Rebikoff,Playing Soldiers,,,,,,,,,,,,,,,,,,,,,,,3D,,,
18 Impressionist,,Junior,Rebikoff,The Little Chinese Doll,,,,,,,,,,,,,,,,,3D,,,,,,,,,
18 Impressionist,,,Rebikoff,Valse Minature ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Junior,Rebikov,In the Forrest Op.51 #4,"Piano Literature Book 4, Developing Artist Original Keyboard Classics, Faber #FF1282, HL.420239, p.114-115 (no bar lines)",,,,,003D,,,,,,,,,,,,,,,,,,,,
Contem,,,Reger,Humoresque Op.79a #2 G Major,"51 Piano Pieces from the Modern Repertoire, Schirmer HL.50327580, p.176-178",,,,,,,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Rein,The Little Woodchuck,,,,,,,,,,,1C,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Reinagle,Minuet in G Major,"An Introduction to Classics to Moderns Agay ISBN 0825612667,(p.8,16 bars)",,,,,,,001A,,,,,,,1A,,,,,,,,,,,
23 Pedagogy,,,Reinhold,Arietta in C Minor,"Solo Repertoire for the Young Pianist, Book 4, HL.416003, p.31 ",,,,,,,,,,,,,,,,,,,,,,,,,
17 Late Romantic,,Advanced,Respighi,Notturno,,,,,,,,,,,,,,,cADV,,,,,,,,,,,
22 USA,,Senior,Richter,The Dancers ,,,,,,,,,,,,,usSR,,,,,,,,,,,,,
,,Junior,Roberts,Nyanyushka's Song,,,,,,,,,,,,,cJR,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Robinson,A Pretty Melody,"Solo Repertoire for the Young Pianist, Book 1,Willis Music #9633,p.16-17, 24 bars in C",,,,,,,5usELE3,,,,,,,,,,,,,,,,,,
,,Intermediate,Rocherolle,Blockparty ,"Blockbuster! Kjos KJ.GP346, ISBN 849761638, p.4-5",,,,,,53usINT1,,,,,,,,,,,,,,,,,,,
,,Intermediate,Rocherolle,New Kid On the Block ,"Blockbuster! Kjos KJ.GP346, ISBN 849761638, p.9-11",,,,,,53usINT2,,,,,,,,,,,,,,,,,,,
22 USA,,Junior,Rodgers,The Wood-Thrush in G Major,"Solo Repertoire for the Young Pianist, Book 4, HL.416003, (p.26-27)",,,,,,,003C,,,,,,,,,,,,,,,,3D,,
,,Junior,Rodgers,Moon Mist in G Major,"Summy Solo Piano Package No.401, AP#0655, p.18-19, 50 bars",,,,,,003C,,,,,,,,,,,,,,,,,,,
22 USA,,Intermediate,Rodriguez,Minuet from 3 Miniatures ,,,,,,,,,,,,,usINT,,,,,,,,,,,,,
22 USA,,Intermediate,Rorem,For Jim,,,,,,,,,,,,,usINT,,,,,,,,,,,,,
17 Late Romantic,,Concerto Jr,Rowley,Con moto (3rd mvt) from Miniature Concerto in G Major,,,,,,,,,,,toJR,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Ryba,Two Little Inventions #1-#2 in A minor,"An Introduction to Classics to Moderns Agay ISBN 0825612667,(p.14,16 bars, no repeats)",,,,,,,001B,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Saint-Jean,An Old French Song in G Minor,"Harris Piano Classics Vol.1/b, Frederick Harris Music Company, FH.HPA52, P.16, 16 bars",,,,,,,,,2C,,,,,,,,,,,,,,,,
,,,Saint-Saens,Op.111 #2 in A Minor,"Six etude pour piano, Six Studies Op.111, Carisch Edition, Alfred AP.52-MK1046, P.13-19",r,,,,,,,,,,,,,,,,,,,,,,,,
,,,Saint-Saens,Op.111 #3 Prelude & Fugue in E Flat Minor,"Six etude pour piano, Six Studies Op.111, Carisch Edition, Alfred AP.52-MK1046, P.20-25",r,,,,,,,,,,,,,,,,,,,,,,,,
,,,Saint-Saens,Op.111 #4 in G# Minor,"Six etude pour piano, Six Studies Op.111, Carisch Edition, Alfred AP.52-MK1046, P.26-31",r,,,,,,,,,,,,,,,,,,,,,,,,
,,,Saint-Saens,Op.111 #5 in D Major,"Six etude pour piano, Six Studies Op.111, Carisch Edition, Alfred AP.52-MK1046, P.32-37",r,,,,,,,,,,,,,,,,,,,,,,,,
,,,Saint-Saens,Op.111 #6 Toccata,"Six etude pour piano, Six Studies Op.111, Carisch Edition, Alfred AP.52-MK1046, P.38-50",r,,,,,,,,,,,,,,,,,,,,,,,,
,,,Saint-Saens,Op.111 #1 in G# Minor,"Six etude pour piano, Six Studies Op.111, Carisch Edition, Alfred AP.52-MK1046, P.9-12",r,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,,Concerto Adv,Saint-Saens,Allegro scherzando (2nd mvt) in E Flat Major from Concerto #2 Op.22 in G Minor,,,,,toADV33,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
16 Early Romantic,,Concerto Sr,Saint-Saens,Andante sostenuto (1st mvt) from Concerto #2 Op.22 in G Minor,,,11,,toSR27,,,,toSR,toSR,toSR,,,,,,,,,,,,,,,
16 Early Romantic,,Concerto Sr,Saint-Saens,Molto allegro (3rd mvt) from Concerto #5 Op.103 in F Major,,,7,,toSR28,,,,toSR,toSR,toSR,,,,,,,,,,,,,,,
16 Early Romantic,,Concerto Adv,Saint-Saens,Presto (3rd mvt) from Concerto #2 Op.22 in G Minor  ,,,,,toADV34,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
,,Preparatory,Salutrinskaya,Time To Go To Sleep in B Minor,"Discovering Piano Literature, Book 2, Alfred AP.14575, p.36, 12 bars",,,,,,30rINTRO6,,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Salutrinskaya,The Cuckoo in G Minor,"Guild Repertoire - Elementary C and D, Alfred AP.0640, (p.29, 24 bars)",,,,,,,002D,,,,,,,,,,,,,,,,,,
23 Pedagogy,,Elementary,Salutrinskaya,The Shepherd Plays in D Minor,"Guild Repertoire Elementary A & B, Alfred AP. 0639, p.17 (12 bars)",,,,,,,4cELE2,,,,,,,,,,,,,,,,,,
,Chinese,,Sang,玩具娃娃进行曲,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, p.5 (8 bars)中国儿童钢琴曲选",,,,,,,,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Sang 桑,Doll's March 玩具娃娃进行曲 in D Major,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703 中国儿童钢琴曲选, p.5, 8 bars",,,,,71chELE2,,,,,,,,,,,,,,,,,,,,
18 Impressionist,,Intermediate,Satie,Gymnopedie #01 in D Major,,,,,,,,,,,,,,5D,,cINT,,,,,,,,,,
13 Baroque,,,Scarlatti,"K.468 Sonata in F Major, L.226","Domenico Scarlatti Great Keyboard Sonatas Series IV, Dover 0-486-27600-7, p.113-117",,,,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,,Scarlatti,"K.450 Sonata in G Minor, L.338","Domenico Scarlatti Great Keyboard Sonatas Series IV, Dover 0-486-27600-7, p.51-54",,,,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.498 Sonata in F Minor, L.350",p.104,,,Bint,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.514 Sonata in C Major, L.1",p.125,,,Bint,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.449 Sonata in G Major, L.444",p.27,,,Bint,,,,,,,,,,,,,,,,,,,,,,
13 Baroque,,Intermediate,Scarlatti,"K.457 Sonata in A Major, L.292",p.35,,,Bint,,,,,,,,,,,,,,,,,,,,,,
